Author 1,Author 2,# Joint Publications,# Joint Citations,First Year,Last Year,Identifier,Author 1 X,Author 1 Y,Author 2 X,Author 2 Y,Author 1 Latitude,Author 1 Longitude,Author 2 Latitude,Author 2 Longitude
Direnzo T,Koenig M,1,3,1977,1977,Direnzo TKoenig M,67.9,554.53,65.73,562.2,,,,
Garfield E,Koenig M,1,3,1977,1977,Garfield EKoenig M,26.42,533.27,65.73,562.2,40.0018,-75.1179,,
Garfield E,Malin Mv,1,11,1975,1975,Garfield EMalin Mv,26.42,533.27,58.59,499.91,40.0018,-75.1179,,
Malin Mv,Small H,1,11,1975,1975,Malin MvSmall H,58.59,499.91,52.43,494.6,,,,
Garfield E,Granito Ce,3,35,1970,1973,Garfield EGranito Ce,26.42,533.27,-51.93,550.1,40.0018,-75.1179,39.9474,-75.1473
Batzig Jh,Garfield E,1,14,1973,1973,Batzig JhGarfield E,-10.02,562.66,26.42,533.27,,,40.0018,-75.1179
Batzig Jh,Revesz Gs,1,14,1973,1973,Batzig JhRevesz Gs,-10.02,562.66,-32.01,563.87,,,,
Garfield E,Revesz Gs,3,42,1970,1973,Garfield ERevesz Gs,26.42,533.27,-32.01,563.87,40.0018,-75.1179,,
Calderon Mm,Dorr Ha,1,25,1970,1970,Calderon MmDorr Ha,-43.72,540.18,-34.87,548.95,,,,
Calderon Mm,Garfield E,1,25,1970,1970,Calderon MmGarfield E,-43.72,540.18,26.42,533.27,,,40.0018,-75.1179
Calderon Mm,Granito Ce,1,25,1970,1970,Calderon MmGranito Ce,-43.72,540.18,-51.93,550.1,,,39.9474,-75.1473
Calderon Mm,Revesz Gs,1,25,1970,1970,Calderon MmRevesz Gs,-43.72,540.18,-32.01,563.87,,,,
Calderon Mm,Warner A,1,25,1970,1970,Calderon MmWarner A,-43.72,540.18,-46.38,561.54,,,,
Dorr Ha,Garfield E,1,25,1970,1970,Dorr HaGarfield E,-34.87,548.95,26.42,533.27,,,40.0018,-75.1179
Dorr Ha,Granito Ce,1,25,1970,1970,Dorr HaGranito Ce,-34.87,548.95,-51.93,550.1,,,39.9474,-75.1473
Dorr Ha,Revesz Gs,1,25,1970,1970,Dorr HaRevesz Gs,-34.87,548.95,-32.01,563.87,,,,
Dorr Ha,Warner A,1,25,1970,1970,Dorr HaWarner A,-34.87,548.95,-46.38,561.54,,,,
Garfield E,Warner A,1,25,1970,1970,Garfield EWarner A,26.42,533.27,-46.38,561.54,40.0018,-75.1179,,
Granito Ce,Revesz Gs,2,28,1970,1970,Granito CeRevesz Gs,-51.93,550.1,-32.01,563.87,39.9474,-75.1473,,
Granito Ce,Warner A,1,25,1970,1970,Granito CeWarner A,-51.93,550.1,-46.38,561.54,39.9474,-75.1473,,
Revesz Gs,Warner A,1,25,1970,1970,Revesz GsWarner A,-32.01,563.87,-46.38,561.54,,,,
Garfield E,Sher Ih,3,129,1963,1967,Garfield ESher Ih,26.42,533.27,6.09,549.84,40.0018,-75.1179,,
Garfield E,Stevens Lj,1,1,1965,1965,Garfield EStevens Lj,26.42,533.27,41.83,509.78,40.0018,-75.1179,,
Avakian Ea,Garfield E,1,9,1957,1957,Avakian EaGarfield E,19.12,560.03,26.42,533.27,,,40.0018,-75.1179
Garfield E,Hayne Rl,1,5,1957,1957,Garfield EHayne Rl,26.42,533.27,44.18,577.54,40.0018,-75.1179,,
Garfield E,Rockwell He,1,5,1957,1957,Garfield ERockwell He,26.42,533.27,51.53,574.45,40.0018,-75.1179,,
Hayne Rl,Rockwell He,1,5,1957,1957,Hayne RlRockwell He,44.18,577.54,51.53,574.45,,,,
Barrat A,Barthelemy M,9,454,2004,2006,Barrat ABarthelemy M,-255.96,-4.83,-302.29,28.18,39.1401,-86.5083,39.1745,-86.5183
Barrat A,Colizza V,1,24,2006,2006,Barrat AColizza V,-255.96,-4.83,-299.4,86.98,39.1401,-86.5083,39.1401,-86.5083
Barrat A,Vespignani A,13,480,1999,2006,Barrat AVespignani A,-255.96,-4.83,-351.24,84.48,39.1401,-86.5083,39.1745,-86.5183
Barthelemy M,Colizza V,1,24,2006,2006,Barthelemy MColizza V,-302.29,28.18,-299.4,86.98,39.1745,-86.5183,39.1401,-86.5083
Barthelemy M,Vespignani A,9,454,2004,2006,Barthelemy MVespignani A,-302.29,28.18,-351.24,84.48,39.1745,-86.5183,39.1745,-86.5183
Colizza V,Vespignani A,3,47,2005,2006,Colizza VVespignani A,-299.4,86.98,-351.24,84.48,39.1401,-86.5083,39.1745,-86.5183
Colizza V,Flammini A,2,23,2005,2006,Colizza VFlammini A,-299.4,86.98,-299.58,126.88,39.1401,-86.5083,39.1745,-86.5183
Colizza V,Serrano Ma,1,16,2006,2006,Colizza VSerrano Ma,-299.4,86.98,-322.37,124.24,39.1401,-86.5083,,
Flammini A,Serrano Ma,1,16,2006,2006,Flammini ASerrano Ma,-299.58,126.88,-322.37,124.24,39.1745,-86.5183,,
Flammini A,Vespignani A,4,126,2003,2006,Flammini AVespignani A,-299.58,126.88,-351.24,84.48,39.1745,-86.5183,39.1745,-86.5183
Serrano Ma,Vespignani A,1,16,2006,2006,Serrano MaVespignani A,-322.37,124.24,-351.24,84.48,,,39.1745,-86.5183
Alvarez Hamelin I,Barrat A,2,8,2005,2005,Alvarez Hamelin IBarrat A,-284.03,37.28,-255.96,-4.83,41.7002,-86.2379,39.1401,-86.5083
Alvarez Hamelin I,Dallasta L,2,8,2005,2005,Alvarez Hamelin IDallasta L,-284.03,37.28,-319.98,23.59,41.7002,-86.2379,,
Alvarez Hamelin I,Vazquez A,2,8,2005,2005,Alvarez Hamelin IVazquez A,-284.03,37.28,-171.55,46.66,41.7002,-86.2379,41.7002,-86.2379
Alvarez Hamelin I,Vespignani A,2,8,2005,2005,Alvarez Hamelin IVespignani A,-284.03,37.28,-351.24,84.48,41.7002,-86.2379,39.1745,-86.5183
Barrat A,Dallasta L,2,8,2005,2005,Barrat ADallasta L,-255.96,-4.83,-319.98,23.59,39.1401,-86.5083,,
Barrat A,Vazquez A,2,8,2005,2005,Barrat AVazquez A,-255.96,-4.83,-171.55,46.66,39.1401,-86.5083,41.7002,-86.2379
Dallasta L,Vazquez A,2,8,2005,2005,Dallasta LVazquez A,-319.98,23.59,-171.55,46.66,,,41.7002,-86.2379
Dallasta L,Vespignani A,3,10,2005,2005,Dallasta LVespignani A,-319.98,23.59,-351.24,84.48,,,39.1745,-86.5183
Vazquez A,Vespignani A,8,571,2001,2005,Vazquez AVespignani A,-171.55,46.66,-351.24,84.48,41.7002,-86.2379,39.1745,-86.5183
Dujon B,Vergassola M,1,2,2005,2005,Dujon BVergassola M,-423.23,110.73,-422.45,118.64,,,,
Dujon B,Vespignani A,1,2,2005,2005,Dujon BVespignani A,-423.23,110.73,-351.24,84.48,,,39.1745,-86.5183
Vergassola M,Vespignani A,2,3,1991,2005,Vergassola MVespignani A,-422.45,118.64,-351.24,84.48,,,39.1745,-86.5183
Colizza V,Maritan A,1,7,2005,2005,Colizza VMaritan A,-299.4,86.98,-276.85,103.73,39.1401,-86.5083,,
Flammini A,Maritan A,2,103,2003,2005,Flammini AMaritan A,-299.58,126.88,-276.85,103.73,39.1745,-86.5183,,
Maritan A,Vespignani A,2,103,2003,2005,Maritan AVespignani A,-276.85,103.73,-351.24,84.48,,,39.1745,-86.5183
Barrat A,Pastor Satorras R,5,302,2004,2005,Barrat APastor Satorras R,-255.96,-4.83,-249.25,-27.56,39.1401,-86.5083,,
Barthelemy M,Pastor Satorras R,4,290,2004,2005,Barthelemy MPastor Satorras R,-302.29,28.18,-249.25,-27.56,39.1745,-86.5183,,
Pastor Satorras R,Vespignani A,24,1769,2000,2005,Pastor Satorras RVespignani A,-249.25,-27.56,-351.24,84.48,,,39.1745,-86.5183
Borner K,Dallasta L,1,2,2005,2005,Borner KDallasta L,-373.15,27.65,-319.98,23.59,39.1682,-86.5186,,
Borner K,Ke Wm,1,2,2005,2005,Borner KKe Wm,-373.15,27.65,-370.98,18.98,39.1682,-86.5186,39.1745,-86.5183
Borner K,Vespignani A,1,2,2005,2005,Borner KVespignani A,-373.15,27.65,-351.24,84.48,39.1682,-86.5186,39.1745,-86.5183
Dallasta L,Ke Wm,1,2,2005,2005,Dallasta LKe Wm,-319.98,23.59,-370.98,18.98,,,39.1745,-86.5183
Ke Wm,Vespignani A,1,2,2005,2005,Ke WmVespignani A,-370.98,18.98,-351.24,84.48,39.1745,-86.5183,39.1745,-86.5183
Moreno Y,Nekovee M,1,9,2004,2004,Moreno YNekovee M,-273.34,52.76,-315.03,63.67,,,,
Moreno Y,Vespignani A,4,145,2002,2004,Moreno YVespignani A,-273.34,52.76,-351.24,84.48,,,39.1745,-86.5183
Nekovee M,Vespignani A,1,9,2004,2004,Nekovee MVespignani A,-315.03,63.67,-351.24,84.48,,,39.1745,-86.5183
Caldarelli G,Erzan A,2,12,2004,2004,Caldarelli GErzan A,-283.13,-58.58,-262.39,-58.62,41.3082,-72.9282,,
Caldarelli G,Vespignani A,6,50,1994,2004,Caldarelli GVespignani A,-283.13,-58.58,-351.24,84.48,41.3082,-72.9282,39.1745,-86.5183
Erzan A,Vespignani A,3,97,1995,2004,Erzan AVespignani A,-262.39,-58.62,-351.24,84.48,,,39.1745,-86.5183
Amaral Lan,Barrat A,1,12,2004,2004,Amaral LanBarrat A,-196.84,-69.07,-255.96,-4.83,42.3471,-71.1027,39.1401,-86.5083
Amaral Lan,Caldarelli G,1,12,2004,2004,Amaral LanCaldarelli G,-196.84,-69.07,-283.13,-58.58,42.3471,-71.1027,41.3082,-72.9282
Amaral Lan,De Los Rios P,1,12,2004,2004,Amaral LanDe Los Rios P,-196.84,-69.07,-248.11,-82.38,42.3471,-71.1027,,
Amaral Lan,Erzan A,1,12,2004,2004,Amaral LanErzan A,-196.84,-69.07,-262.39,-58.62,42.3471,-71.1027,,
Amaral Lan,Kahng B,1,12,2004,2004,Amaral LanKahng B,-196.84,-69.07,-144.21,-156.57,42.3471,-71.1027,41.7002,-86.2379
Amaral Lan,Mantegna R,1,12,2004,2004,Amaral LanMantegna R,-196.84,-69.07,-233.61,-57.31,42.3471,-71.1027,,
Amaral Lan,Mendes Jff,1,12,2004,2004,Amaral LanMendes Jff,-196.84,-69.07,-234.9,-74.07,42.3471,-71.1027,,
Amaral Lan,Pastor Satorras R,1,12,2004,2004,Amaral LanPastor Satorras R,-196.84,-69.07,-249.25,-27.56,42.3471,-71.1027,,
Amaral Lan,Vespignani A,1,12,2004,2004,Amaral LanVespignani A,-196.84,-69.07,-351.24,84.48,42.3471,-71.1027,39.1745,-86.5183
Barabasi Al,Barrat A,1,12,2004,2004,Barabasi AlBarrat A,29.22,-94.74,-255.96,-4.83,41.7002,-86.2379,39.1401,-86.5083
Barabasi Al,Caldarelli G,1,12,2004,2004,Barabasi AlCaldarelli G,29.22,-94.74,-283.13,-58.58,41.7002,-86.2379,41.3082,-72.9282
Barabasi Al,De Los Rios P,1,12,2004,2004,Barabasi AlDe Los Rios P,29.22,-94.74,-248.11,-82.38,41.7002,-86.2379,,
Barabasi Al,Erzan A,1,12,2004,2004,Barabasi AlErzan A,29.22,-94.74,-262.39,-58.62,41.7002,-86.2379,,
Barabasi Al,Mantegna R,1,12,2004,2004,Barabasi AlMantegna R,29.22,-94.74,-233.61,-57.31,41.7002,-86.2379,,
Barabasi Al,Mendes Jff,1,12,2004,2004,Barabasi AlMendes Jff,29.22,-94.74,-234.9,-74.07,41.7002,-86.2379,,
Barabasi Al,Pastor Satorras R,1,12,2004,2004,Barabasi AlPastor Satorras R,29.22,-94.74,-249.25,-27.56,41.7002,-86.2379,,
Barabasi Al,Vespignani A,1,12,2004,2004,Barabasi AlVespignani A,29.22,-94.74,-351.24,84.48,41.7002,-86.2379,39.1745,-86.5183
Barrat A,Caldarelli G,1,12,2004,2004,Barrat ACaldarelli G,-255.96,-4.83,-283.13,-58.58,39.1401,-86.5083,41.3082,-72.9282
Barrat A,De Los Rios P,1,12,2004,2004,Barrat ADe Los Rios P,-255.96,-4.83,-248.11,-82.38,39.1401,-86.5083,,
Barrat A,Erzan A,1,12,2004,2004,Barrat AErzan A,-255.96,-4.83,-262.39,-58.62,39.1401,-86.5083,,
Barrat A,Kahng B,1,12,2004,2004,Barrat AKahng B,-255.96,-4.83,-144.21,-156.57,39.1401,-86.5083,41.7002,-86.2379
Barrat A,Mantegna R,1,12,2004,2004,Barrat AMantegna R,-255.96,-4.83,-233.61,-57.31,39.1401,-86.5083,,
Barrat A,Mendes Jff,1,12,2004,2004,Barrat AMendes Jff,-255.96,-4.83,-234.9,-74.07,39.1401,-86.5083,,
Caldarelli G,De Los Rios P,1,12,2004,2004,Caldarelli GDe Los Rios P,-283.13,-58.58,-248.11,-82.38,41.3082,-72.9282,,
Caldarelli G,Kahng B,1,12,2004,2004,Caldarelli GKahng B,-283.13,-58.58,-144.21,-156.57,41.3082,-72.9282,41.7002,-86.2379
Caldarelli G,Mantegna R,1,12,2004,2004,Caldarelli GMantegna R,-283.13,-58.58,-233.61,-57.31,41.3082,-72.9282,,
Caldarelli G,Mendes Jff,1,12,2004,2004,Caldarelli GMendes Jff,-283.13,-58.58,-234.9,-74.07,41.3082,-72.9282,,
Caldarelli G,Pastor Satorras R,2,29,2004,2004,Caldarelli GPastor Satorras R,-283.13,-58.58,-249.25,-27.56,41.3082,-72.9282,,
De Los Rios P,Erzan A,1,12,2004,2004,De Los Rios PErzan A,-248.11,-82.38,-262.39,-58.62,,,,
De Los Rios P,Kahng B,1,12,2004,2004,De Los Rios PKahng B,-248.11,-82.38,-144.21,-156.57,,,41.7002,-86.2379
De Los Rios P,Mantegna R,1,12,2004,2004,De Los Rios PMantegna R,-248.11,-82.38,-233.61,-57.31,,,,
De Los Rios P,Mendes Jff,1,12,2004,2004,De Los Rios PMendes Jff,-248.11,-82.38,-234.9,-74.07,,,,
De Los Rios P,Pastor Satorras R,1,12,2004,2004,De Los Rios PPastor Satorras R,-248.11,-82.38,-249.25,-27.56,,,,
De Los Rios P,Vespignani A,1,12,2004,2004,De Los Rios PVespignani A,-248.11,-82.38,-351.24,84.48,,,39.1745,-86.5183
Erzan A,Kahng B,1,12,2004,2004,Erzan AKahng B,-262.39,-58.62,-144.21,-156.57,,,41.7002,-86.2379
Erzan A,Mantegna R,1,12,2004,2004,Erzan AMantegna R,-262.39,-58.62,-233.61,-57.31,,,,
Erzan A,Mendes Jff,1,12,2004,2004,Erzan AMendes Jff,-262.39,-58.62,-234.9,-74.07,,,,
Erzan A,Pastor Satorras R,1,12,2004,2004,Erzan APastor Satorras R,-262.39,-58.62,-249.25,-27.56,,,,
Kahng B,Mantegna R,1,12,2004,2004,Kahng BMantegna R,-144.21,-156.57,-233.61,-57.31,41.7002,-86.2379,,
Kahng B,Mendes Jff,1,12,2004,2004,Kahng BMendes Jff,-144.21,-156.57,-234.9,-74.07,41.7002,-86.2379,,
Kahng B,Pastor Satorras R,1,12,2004,2004,Kahng BPastor Satorras R,-144.21,-156.57,-249.25,-27.56,41.7002,-86.2379,,
Kahng B,Vespignani A,1,12,2004,2004,Kahng BVespignani A,-144.21,-156.57,-351.24,84.48,41.7002,-86.2379,39.1745,-86.5183
Mantegna R,Mendes Jff,1,12,2004,2004,Mantegna RMendes Jff,-233.61,-57.31,-234.9,-74.07,,,,
Mantegna R,Pastor Satorras R,1,12,2004,2004,Mantegna RPastor Satorras R,-233.61,-57.31,-249.25,-27.56,,,,
Mantegna R,Vespignani A,1,12,2004,2004,Mantegna RVespignani A,-233.61,-57.31,-351.24,84.48,,,39.1745,-86.5183
Mendes Jff,Pastor Satorras R,1,12,2004,2004,Mendes JffPastor Satorras R,-234.9,-74.07,-249.25,-27.56,,,,
Mendes Jff,Vespignani A,1,12,2004,2004,Mendes JffVespignani A,-234.9,-74.07,-351.24,84.48,,,39.1745,-86.5183
Boguna M,Pastor Satorras R,3,124,2003,2004,Boguna MPastor Satorras R,-258.65,48.46,-249.25,-27.56,,,,
Boguna M,Vespignani A,3,124,2003,2004,Boguna MVespignani A,-258.65,48.46,-351.24,84.48,,,39.1745,-86.5183
Bagnoli F,Cecconi F,1,7,2003,2003,Bagnoli FCecconi F,-353.88,147.49,-344.65,148.28,,,,
Bagnoli F,Flammini A,1,7,2003,2003,Bagnoli FFlammini A,-353.88,147.49,-299.58,126.88,,,39.1745,-86.5183
Bagnoli F,Vespignani A,1,7,2003,2003,Bagnoli FVespignani A,-353.88,147.49,-351.24,84.48,,,39.1745,-86.5183
Cecconi F,Flammini A,1,7,2003,2003,Cecconi FFlammini A,-344.65,148.28,-299.58,126.88,,,39.1745,-86.5183
Cecconi F,Vespignani A,1,7,2003,2003,Cecconi FVespignani A,-344.65,148.28,-351.24,84.48,,,39.1745,-86.5183
Castellano C,Vespignani A,4,111,1994,2003,Castellano CVespignani A,-393.79,-14.37,-351.24,84.48,,,39.1745,-86.5183
Castellano C,Vilone D,2,35,2002,2003,Castellano CVilone D,-393.79,-14.37,-402.52,8.75,,,,
Vespignani A,Vilone D,2,35,2002,2003,Vespignani AVilone D,-351.24,84.48,-402.52,8.75,39.1745,-86.5183,,
Flammini A,Vazquez A,1,96,2003,2003,Flammini AVazquez A,-299.58,126.88,-171.55,46.66,39.1745,-86.5183,41.7002,-86.2379
Maritan A,Vazquez A,1,96,2003,2003,Maritan AVazquez A,-276.85,103.73,-171.55,46.66,,,41.7002,-86.2379
Percacci R,Vespignani A,1,3,2003,2003,Percacci RVespignani A,-400.31,93.04,-351.24,84.48,,,39.1745,-86.5183
Boguna M,Moreno Y,1,30,2003,2003,Boguna MMoreno Y,-258.65,48.46,-273.34,52.76,,,,
Boguna M,Vazquez A,1,30,2003,2003,Boguna MVazquez A,-258.65,48.46,-171.55,46.66,,,41.7002,-86.2379
Moreno Y,Pastor Satorras R,3,136,2002,2003,Moreno YPastor Satorras R,-273.34,52.76,-249.25,-27.56,,,,
Moreno Y,Vazquez A,2,67,2003,2003,Moreno YVazquez A,-273.34,52.76,-171.55,46.66,,,41.7002,-86.2379
Pastor Satorras R,Vazquez A,4,414,2001,2003,Pastor Satorras RVazquez A,-249.25,-27.56,-171.55,46.66,,,41.7002,-86.2379
Miguel Mc,Vespignani A,4,116,2001,2002,Miguel McVespignani A,-355.25,211.63,-351.24,84.48,,,39.1745,-86.5183
Miguel Mc,Zaiser M,1,17,2002,2002,Miguel McZaiser M,-355.25,211.63,-356.62,190.47,,,,
Miguel Mc,Zapperi S,4,116,2001,2002,Miguel McZapperi S,-355.25,211.63,-308.58,167.2,,,42.3471,-71.1027
Vespignani A,Zaiser M,1,17,2002,2002,Vespignani AZaiser M,-351.24,84.48,-356.62,190.47,39.1745,-86.5183,,
Vespignani A,Zapperi S,33,1197,1994,2002,Vespignani AZapperi S,-351.24,84.48,-308.58,167.2,39.1745,-86.5183,42.3471,-71.1027
Zaiser M,Zapperi S,1,17,2002,2002,Zaiser MZapperi S,-356.62,190.47,-308.58,167.2,,,42.3471,-71.1027
Leone M,Vazquez A,1,53,2002,2002,Leone MVazquez A,-249.04,91.04,-171.55,46.66,,,41.7002,-86.2379
Leone M,Vespignani A,1,53,2002,2002,Leone MVespignani A,-249.04,91.04,-351.24,84.48,,,39.1745,-86.5183
Leone M,Zecchina R,1,53,2002,2002,Leone MZecchina R,-249.04,91.04,-243.5,99.74,,,,
Vazquez A,Zecchina R,1,53,2002,2002,Vazquez AZecchina R,-171.55,46.66,-243.5,99.74,41.7002,-86.2379,,
Vespignani A,Zecchina R,1,53,2002,2002,Vespignani AZecchina R,-351.24,84.48,-243.5,99.74,39.1745,-86.5183,,
Alava M,Dickman R,1,26,2001,2001,Alava MDickman R,-271.73,190.32,-265.03,177.28,,,40.8662,-73.9003
Alava M,Munoz Ma,1,26,2001,2001,Alava MMunoz Ma,-271.73,190.32,-180.57,133.19,,,35.8639,-106.2953
Alava M,Peltola J,1,26,2001,2001,Alava MPeltola J,-271.73,190.32,-259.07,188.1,,,40.817,-75.6011
Alava M,Vespignani A,1,26,2001,2001,Alava MVespignani A,-271.73,190.32,-351.24,84.48,,,39.1745,-86.5183
Alava M,Zapperi S,1,26,2001,2001,Alava MZapperi S,-271.73,190.32,-308.58,167.2,,,42.3471,-71.1027
Dickman R,Munoz Ma,5,289,1998,2001,Dickman RMunoz Ma,-265.03,177.28,-180.57,133.19,40.8662,-73.9003,35.8639,-106.2953
Dickman R,Peltola J,1,26,2001,2001,Dickman RPeltola J,-265.03,177.28,-259.07,188.1,40.8662,-73.9003,40.817,-75.6011
Dickman R,Vespignani A,6,367,1998,2001,Dickman RVespignani A,-265.03,177.28,-351.24,84.48,40.8662,-73.9003,39.1745,-86.5183
Dickman R,Zapperi S,6,367,1998,2001,Dickman RZapperi S,-265.03,177.28,-308.58,167.2,40.8662,-73.9003,42.3471,-71.1027
Munoz Ma,Peltola J,1,26,2001,2001,Munoz MaPeltola J,-180.57,133.19,-259.07,188.1,35.8639,-106.2953,40.817,-75.6011
Munoz Ma,Vespignani A,5,289,1998,2001,Munoz MaVespignani A,-180.57,133.19,-351.24,84.48,35.8639,-106.2953,39.1745,-86.5183
Munoz Ma,Zapperi S,5,289,1998,2001,Munoz MaZapperi S,-180.57,133.19,-308.58,167.2,35.8639,-106.2953,42.3471,-71.1027
Peltola J,Vespignani A,1,26,2001,2001,Peltola JVespignani A,-259.07,188.1,-351.24,84.48,40.817,-75.6011,39.1745,-86.5183
Peltola J,Zapperi S,1,26,2001,2001,Peltola JZapperi S,-259.07,188.1,-308.58,167.2,40.817,-75.6011,42.3471,-71.1027
Grasso Jr,Miguel Mc,3,99,2001,2001,Grasso JrMiguel Mc,-338.48,210.79,-355.25,211.63,,,,
Grasso Jr,Vespignani A,3,99,2001,2001,Grasso JrVespignani A,-338.48,210.79,-351.24,84.48,,,39.1745,-86.5183
Grasso Jr,Weiss J,3,99,2001,2001,Grasso JrWeiss J,-338.48,210.79,-344.91,202.29,,,,
Grasso Jr,Zapperi S,3,99,2001,2001,Grasso JrZapperi S,-338.48,210.79,-308.58,167.2,,,42.3471,-71.1027
Miguel Mc,Weiss J,3,99,2001,2001,Miguel McWeiss J,-355.25,211.63,-344.91,202.29,,,,
Vespignani A,Weiss J,3,99,2001,2001,Vespignani AWeiss J,-351.24,84.48,-344.91,202.29,39.1745,-86.5183,,
Weiss J,Zapperi S,3,99,2001,2001,Weiss JZapperi S,-344.91,202.29,-308.58,167.2,,,42.3471,-71.1027
Pietronero L,Tosatti E,1,18,2001,2001,Pietronero LTosatti E,-419.35,46.08,-449.83,66.71,42.3471,-71.1027,,
Pietronero L,Tosatti V,1,18,2001,2001,Pietronero LTosatti V,-419.35,46.08,-445.8,74.91,42.3471,-71.1027,,
Pietronero L,Vespignani A,18,398,1990,2001,Pietronero LVespignani A,-419.35,46.08,-351.24,84.48,42.3471,-71.1027,39.1745,-86.5183
Tosatti E,Tosatti V,1,18,2001,2001,Tosatti ETosatti V,-449.83,66.71,-445.8,74.91,,,,
Tosatti E,Vespignani A,1,18,2001,2001,Tosatti EVespignani A,-449.83,66.71,-351.24,84.48,,,39.1745,-86.5183
Tosatti V,Vespignani A,1,18,2001,2001,Tosatti VVespignani A,-445.8,74.91,-351.24,84.48,,,39.1745,-86.5183
Castellano C,Marsili M,1,56,2000,2000,Castellano CMarsili M,-393.79,-14.37,-440.04,7.65,,,,
Marsili M,Vespignani A,2,69,1991,2000,Marsili MVespignani A,-440.04,7.65,-351.24,84.48,,,39.1745,-86.5183
Pastor Satorras R,Rossi M,1,76,2000,2000,Pastor Satorras RRossi M,-249.25,-27.56,-329.58,4.58,,,,
Rossi M,Vespignani A,1,76,2000,2000,Rossi MVespignani A,-329.58,4.58,-351.24,84.48,,,39.1745,-86.5183
Chessa A,Vespignani A,4,75,1998,1999,Chessa AVespignani A,-269.86,125.74,-351.24,84.48,,,39.1745,-86.5183
Chessa A,Zapperi S,3,57,1998,1999,Chessa AZapperi S,-269.86,125.74,-308.58,167.2,,,42.3471,-71.1027
Barrat A,Zapperi S,1,6,1999,1999,Barrat AZapperi S,-255.96,-4.83,-308.58,167.2,39.1401,-86.5083,42.3471,-71.1027
Ray P,Stanley He,4,150,1997,1999,Ray PStanley He,-258.91,105.08,-142.01,-10.88,,,42.3471,-71.1027
Ray P,Vespignani A,4,150,1997,1999,Ray PVespignani A,-258.91,105.08,-351.24,84.48,,,39.1745,-86.5183
Ray P,Zapperi S,4,150,1997,1999,Ray PZapperi S,-258.91,105.08,-308.58,167.2,,,42.3471,-71.1027
Stanley He,Vespignani A,6,245,1997,1999,Stanley HeVespignani A,-142.01,-10.88,-351.24,84.48,42.3471,-71.1027,39.1745,-86.5183
Stanley He,Zapperi S,6,245,1997,1999,Stanley HeZapperi S,-142.01,-10.88,-308.58,167.2,42.3471,-71.1027,42.3471,-71.1027
Ivashkevich Ev,Povolotsky Am,1,4,1999,1999,Ivashkevich EvPovolotsky Am,-358.68,172.99,-348.62,175.16,,,,
Ivashkevich Ev,Vespignani A,1,4,1999,1999,Ivashkevich EvVespignani A,-358.68,172.99,-351.24,84.48,,,39.1745,-86.5183
Ivashkevich Ev,Zapperi S,1,4,1999,1999,Ivashkevich EvZapperi S,-358.68,172.99,-308.58,167.2,,,42.3471,-71.1027
Povolotsky Am,Vespignani A,1,4,1999,1999,Povolotsky AmVespignani A,-348.62,175.16,-351.24,84.48,,,39.1745,-86.5183
Povolotsky Am,Zapperi S,1,4,1999,1999,Povolotsky AmZapperi S,-348.62,175.16,-308.58,167.2,,,42.3471,-71.1027
Chessa A,Stanley He,1,31,1999,1999,Chessa AStanley He,-269.86,125.74,-142.01,-10.88,,,42.3471,-71.1027
Chessa A,Marinari E,2,28,1998,1998,Chessa AMarinari E,-269.86,125.74,-315.43,149.23,,,,
Marinari E,Vespignani A,2,28,1998,1998,Marinari EVespignani A,-315.43,149.23,-351.24,84.48,,,39.1745,-86.5183
Marinari E,Zapperi S,1,10,1998,1998,Marinari EZapperi S,-315.43,149.23,-308.58,167.2,,,42.3471,-71.1027
Loreto V,Vespignani A,8,87,1995,1998,Loreto VVespignani A,-389.78,127.42,-351.24,84.48,42.3471,-71.1027,39.1745,-86.5183
Loreto V,Zapperi S,8,87,1995,1998,Loreto VZapperi S,-389.78,127.42,-308.58,167.2,42.3471,-71.1027,42.3471,-71.1027
Cafiero R,Pietronero L,4,49,1992,1997,Cafiero RPietronero L,-398.46,137.55,-419.35,46.08,,,42.3471,-71.1027
Cafiero R,Vespignani A,5,51,1992,1997,Cafiero RVespignani A,-398.46,137.55,-351.24,84.48,,,39.1745,-86.5183
Cafiero R,Zapperi S,2,18,1995,1997,Cafiero RZapperi S,-398.46,137.55,-308.58,167.2,,,42.3471,-71.1027
Pietronero L,Zapperi S,7,226,1994,1997,Pietronero LZapperi S,-419.35,46.08,-308.58,167.2,42.3471,-71.1027,42.3471,-71.1027
Loreto V,Pietronero L,4,52,1995,1997,Loreto VPietronero L,-389.78,127.42,-419.35,46.08,42.3471,-71.1027,42.3471,-71.1027
Cafiero R,Piccioni M,1,2,1997,1997,Cafiero RPiccioni M,-398.46,137.55,-411.26,138.14,,,,
Piccioni M,Vespignani A,1,2,1997,1997,Piccioni MVespignani A,-411.26,138.14,-351.24,84.48,,,39.1745,-86.5183
Alippi A,Costantini M,2,107,1994,1995,Alippi ACostantini M,-424.27,196.19,-437.33,182,,,,
Alippi A,Paparo G,2,107,1994,1995,Alippi APaparo G,-424.27,196.19,-425.4,184.18,,,,
Alippi A,Petri A,2,107,1994,1995,Alippi APetri A,-424.27,196.19,-436.28,193.97,,,,
Alippi A,Vespignani A,2,107,1994,1995,Alippi AVespignani A,-424.27,196.19,-351.24,84.48,,,39.1745,-86.5183
